# 转录元数据（whisper.cpp 原始输出，未修标点未纠错）
# 节目：硅谷101 · E247
# 标题：对话盛颖：xAI，Infra的浪漫，SGLang，开源，平权与"甄嬛传"
# 主持：陈茜（开场：泓君）｜ 嘉宾：盛颖（RadixArk 联创&CEO、SGLang 发起人、xAI 前推理团队负责人）
# 来源：Fireside RSS 音频直链（https://www.sv101.net/260）
# 发布日期：2026-08-04 ｜ 时长：1h46m26s（6387s）｜ 段数：5578
# pipeline：yt-dlp → whisper.cpp / ggml-large-v3 / Metal / -l zh / **--vad（silero）**
# 备注：首跑无 VAD 时 whisper 在音乐/过场段陷入循环幻觉（约 00:39 起整段报废），VAD 重跑后全量正常——长音频转写教训已记录
[00:51:43 -> 00:51:44] 你都可以用这套工具
[00:51:44 -> 00:51:45] 源源不断地产生
[00:51:45 -> 00:51:47] 适应你不同目标的
[00:51:47 -> 00:51:47] 最好的模型
[00:51:47 -> 00:51:48] 我们希望把这个
[00:51:48 -> 00:51:49] foundation做出来
[00:51:49 -> 00:51:50] 这个foundation
[00:51:50 -> 00:51:51] 我统称为infra
[00:51:51 -> 00:51:52] 它会包括传统意义上
[00:51:52 -> 00:51:53] 大家所理解的
[00:51:53 -> 00:51:54] 推理引擎
[00:51:54 -> 00:51:55] 推理和训练
[00:51:55 -> 00:51:56] post training
[00:51:56 -> 00:51:57] 这些都是大家传统的
[00:51:57 -> 00:51:58] 脑中的keywords
[00:51:58 -> 00:51:59] 我还想在这里
[00:52:01 -> 00:52:02] 解释infra
[00:52:02 -> 00:52:03] 在我看
[00:52:03 -> 00:52:04] 整个这个foundation里面
[00:52:04 -> 00:52:05] 是包括了
[00:52:05 -> 00:52:06] 所有你需要的gradients
[00:52:06 -> 00:52:07] 包括了这些
[00:52:07 -> 00:52:07] code base
[00:52:07 -> 00:52:08] tool
[00:52:08 -> 00:52:08] toolbox
[00:52:08 -> 00:52:09] sandbox
[00:52:09 -> 00:52:09] environment
[00:52:09 -> 00:52:11] 和一些中间状态的
[00:52:11 -> 00:52:12] 模型checkpoint
[00:52:12 -> 00:52:13] 它们在一起
[00:52:13 -> 00:52:14] 变成一个工具箱
[00:52:14 -> 00:52:14] 你可以在这里
[00:52:14 -> 00:52:15] 进行组合
[00:52:15 -> 00:52:16] 去不断地产生
[00:52:16 -> 00:52:17] 更适用于你的场景
[00:52:17 -> 00:52:18] 和目标的
[00:52:18 -> 00:52:19] 特异化模型
[00:52:19 -> 00:52:20] 那整个这个
[00:52:20 -> 00:52:21] 工具箱
[00:52:21 -> 00:52:22] 这个foundation
[00:52:22 -> 00:52:23] 是我们要做的
[00:52:23 -> 00:52:24] infra的部分
[00:52:24 -> 00:52:25] 现在我们
[00:52:25 -> 00:52:27] 因为要focus
[00:52:27 -> 00:52:27] 一步一步来
[00:52:27 -> 00:52:28] 所以我们现在是
[00:52:28 -> 00:52:30] focus在infra和RL
[00:52:30 -> 00:52:32] 它们处在
[00:52:32 -> 00:52:32] 你这个
[00:52:32 -> 00:52:33] 生产模型
[00:52:33 -> 00:52:35] 整个parking的末端
[00:52:35 -> 00:52:36] 就假设说
[00:52:36 -> 00:52:37] 我前面已经走完了
[00:52:37 -> 00:52:38] 我的基础模型
[00:52:38 -> 00:52:39] 就pretraining
[00:52:39 -> 00:52:39] 已经做完了
[00:52:39 -> 00:52:40] 我有基本的checkpoint
[00:52:40 -> 00:52:41] 然后现在我开始
[00:52:41 -> 00:52:42] 要适应不同的task
[00:52:42 -> 00:52:44] 我需要过post training的时候
[00:52:44 -> 00:52:45] 大家开始用RL
[00:52:45 -> 00:52:45] 这个地方
[00:52:45 -> 00:52:46] 已经开始开支三页
[00:52:46 -> 00:52:47] 对吧
[00:52:47 -> 00:52:48] 因为AI进入人的
[00:52:48 -> 00:52:49] 生活的各个方面
[00:52:49 -> 00:52:50] 有不同的场景需求
[00:52:50 -> 00:52:51] 这个时候
[00:52:51 -> 00:52:51] 你开始需要有
[00:52:51 -> 00:52:52] 不是一个模型
[00:52:52 -> 00:52:53] 解决所有问题
[00:52:53 -> 00:52:53] 你可以开始
[00:52:53 -> 00:52:54] 有多次训练
[00:52:54 -> 00:52:55] 产生多个model
[00:52:55 -> 00:52:56] 解决各种各样的问题
[00:52:56 -> 00:52:56] 并且多个企业
[00:52:56 -> 00:52:57] 它们可能对上
[00:52:57 -> 00:52:58] 有自己的模型
[00:52:58 -> 00:52:59] 所以post training
[00:52:59 -> 00:53:00] 而要在这个地方
[00:53:00 -> 00:53:01] 是一个
[00:53:01 -> 00:53:02] fund out的状态
[00:53:02 -> 00:53:03] 所以它是
[00:53:03 -> 00:53:05] 比较适合做
[00:53:05 -> 00:53:07] 我们所要的这种
[00:53:07 -> 00:53:08] 给所有人share的技术
[00:53:08 -> 00:53:10] 然后做一套influence
[00:53:10 -> 00:53:10] 让所有人都使用的
[00:53:10 -> 00:53:12] 这样一个模式里的
[00:53:12 -> 00:53:13] post training完之后的
[00:53:13 -> 00:53:13] 模型influence
[00:53:13 -> 00:53:15] 那就更加fund out了
[00:53:15 -> 00:53:16] influence就真的到了末端
[00:53:16 -> 00:53:17] 模型都已经完成了
[00:53:17 -> 00:53:19] influence我需要让你的
[00:53:19 -> 00:53:19] 模型的
[00:53:19 -> 00:53:21] 就是架构和
[00:53:21 -> 00:53:21] waves都已经有了
[00:53:21 -> 00:53:22] 我需要让你模型
[00:53:22 -> 00:53:23] 在硬件上跑起来
[00:53:23 -> 00:53:24] 跑起来之后
[00:53:24 -> 00:53:25] 可以被
[00:53:25 -> 00:53:26] 你的endpoint
[00:53:26 -> 00:53:26] 可以被call到
[00:53:26 -> 00:53:27] 别人可以来
[00:53:27 -> 00:53:28] 别人可以使用这个模型
[00:53:28 -> 00:53:30] influence就是在那个
[00:53:30 -> 00:53:31] 更多的贴近用户的部分
[00:53:31 -> 00:53:33] 整个的infra LAM
[00:53:33 -> 00:53:34] serving的这个版图
[00:53:34 -> 00:53:35] 就是中间涵盖
[00:53:35 -> 00:53:36] 蛮多领域的
[00:53:36 -> 00:53:38] 那比如说VLAM
[00:53:38 -> 00:53:39] 是解决内存管理
[00:53:39 -> 00:53:41] 然后HQO是做
[00:53:41 -> 00:53:42] KV cache的压缩
[00:53:42 -> 00:53:43] S-LORA是解决
[00:53:43 -> 00:53:45] 这个多adapter的并发
[00:53:45 -> 00:53:46] 然后Chabot Arena
[00:53:46 -> 00:53:46] 做测评
[00:53:46 -> 00:53:48] SGLAN做结构化生成
[00:53:48 -> 00:53:49] 就是非常多
[00:53:49 -> 00:53:51] 不同的这个方向
[00:53:51 -> 00:53:52] 那对这部分的研究
[00:53:52 -> 00:53:54] 你是有一个
[00:53:54 -> 00:53:55] 什么样的方法论
[00:53:55 -> 00:53:56] 在解决这个问题
[00:53:56 -> 00:53:57] 就是还是说
[00:53:57 -> 00:53:58] 你就有一个
[00:53:58 -> 00:54:00] 很完整的
[00:54:00 -> 00:54:01] 这样的一个road map
[00:54:01 -> 00:54:02] 说这些东西
[00:54:02 -> 00:54:04] 都是我要一起去解决的
[00:54:04 -> 00:54:05] 还是这些东西
[00:54:05 -> 00:54:06] 是你一步一步的
[00:54:06 -> 00:54:07] 去慢慢地解决
[00:54:07 -> 00:54:07] 这些问题的
[00:54:07 -> 00:54:09] 我觉得是一次性看见的
[00:54:09 -> 00:54:09] 短时间内
[00:54:09 -> 00:54:10] 一下看见了很多问题
[00:54:10 -> 00:54:11] 但你做的时候
[00:54:11 -> 00:54:12] 你得一件一件做
[00:54:12 -> 00:54:13] idea肯定是跑得比
[00:54:13 -> 00:54:14] 动作手要快
[00:54:14 -> 00:54:15] 也不是我一个人看见
[00:54:15 -> 00:54:16] 很多人都看见
[00:54:16 -> 00:54:17] 就是你上来
[00:54:17 -> 00:54:17] 一起看见很多问题
[00:54:17 -> 00:54:18] 然后大家慢慢地
[00:54:18 -> 00:54:18] 把一件事情
[00:54:18 -> 00:54:20] 每件事情都解决掉
[00:54:20 -> 00:54:21] 那在解决这些问题的时候
[00:54:21 -> 00:54:23] 你觉得有哪个点
[00:54:23 -> 00:54:23] 是最难的
[00:54:23 -> 00:54:25] 我觉得没有哪个点
[00:54:25 -> 00:54:25] 是难的
[00:54:25 -> 00:54:29] 就是去做掉就可以了
[00:54:29 -> 00:54:29] 对
[00:54:29 -> 00:54:30] 那你的优先级
[00:54:30 -> 00:54:31] 是怎么排序的
[00:54:31 -> 00:54:32] 哪一个能给你
[00:54:32 -> 00:54:33] 带来最大的margin
[00:54:33 -> 00:54:35] 哪一个是最大的bottleneck
[00:54:35 -> 00:54:36] 先解决最大的bottleneck
[00:54:36 -> 00:54:37] 也有些是dependent
[00:54:37 -> 00:54:38] 对
[00:54:38 -> 00:54:38] 比方说你要先解决
[00:54:38 -> 00:54:40] memory的kbcache的
[00:54:40 -> 00:54:41] 这个随便化问题
[00:54:41 -> 00:54:42] 管理问题
[00:54:42 -> 00:54:43] 然后你才能解决
[00:54:43 -> 00:54:44] prefix caching的问题
[00:54:44 -> 00:54:45] 所以你觉得
[00:54:45 -> 00:54:45] 现在这些问题
[00:54:45 -> 00:54:46] 完全被解决了吗
[00:54:46 -> 00:54:48] 还是有继续优化的
[00:54:48 -> 00:54:49] 这样的一个潜力
[00:54:49 -> 00:54:51] 那肯定总是有
[00:54:51 -> 00:54:51] 优化的潜力
[00:54:51 -> 00:54:52] 那瓦团神现在
[00:54:52 -> 00:54:53] 有这么多的变种
[00:54:53 -> 00:54:54] spark小团神
[00:54:54 -> 00:54:55] 还可以做更aggressive
[00:54:55 -> 00:54:56] 然后新的innovation
[00:54:59 -> 00:55:00] 但这个市场
[00:55:00 -> 00:55:01] 为什么最开始
[00:55:01 -> 00:55:02] 从开源的生态里面
[00:55:02 -> 00:55:03] 跑出来的呢
[00:55:03 -> 00:55:05] 也不能说是开源
[00:55:05 -> 00:55:06] 跑出来的
[00:55:06 -> 00:55:06] 因为influence
[00:55:06 -> 00:55:08] 已经很长时间了
[00:55:08 -> 00:55:08] influence provider
[00:55:08 -> 00:55:09] 你看从fireworks
[00:55:09 -> 00:55:10] together这些公司
[00:55:10 -> 00:55:12] 已经存在好几年了
[00:55:12 -> 00:55:12] 这些公司都很不错
[00:55:12 -> 00:55:14] 有很大的使用量
[00:55:14 -> 00:55:14] 而且你看
[00:55:14 -> 00:55:15] influence的landscape
[00:55:15 -> 00:55:17] 有这么多的competence
[00:55:17 -> 00:55:17] 对
[00:55:17 -> 00:55:18] 这么多个influence
[00:55:18 -> 00:55:18] 有关的公司
[00:55:18 -> 00:55:19] 层出不穷
[00:55:19 -> 00:55:20] 每年都在不停地出
[00:55:20 -> 00:55:21] 但是你会发现
[00:55:21 -> 00:55:22] 这个游戏里没有输家
[00:55:22 -> 00:55:23] 没有输家
[00:55:23 -> 00:55:24] 没有输家
[00:55:24 -> 00:55:25] 就是所有的influence player
[00:55:25 -> 00:55:27] influence provider player
[00:55:27 -> 00:55:28] 不停地出来
[00:55:28 -> 00:55:28] 有这么多
[00:55:28 -> 00:55:30] 但是没有任何一个
[00:55:30 -> 00:55:31] 因为有competence的存在
[00:55:31 -> 00:55:32] 而削减下去
[00:55:32 -> 00:55:33] 所有人都是同步增长的
[00:55:33 -> 00:55:34] 我之前其实跟你
[00:55:34 -> 00:55:35] 那个co-founder
[00:55:35 -> 00:55:36] 班华聊的时候
[00:55:36 -> 00:55:36] 他就说
[00:55:36 -> 00:55:37] 做infra的人
[00:55:37 -> 00:55:38] 他需要的taste
[00:55:38 -> 00:55:39] 跟做
[00:55:39 -> 00:55:41] 比如说pretraining的
[00:55:41 -> 00:55:42] 这个researcher
[00:55:42 -> 00:55:43] 他的taste是不一样的
[00:55:43 -> 00:55:44] 那比如说
[00:55:44 -> 00:55:45] 做infra的人
[00:55:45 -> 00:55:46] 他的taste是
[00:55:46 -> 00:55:48] 表现在什么样的方面呢
[00:55:48 -> 00:55:49] 我其实不确定
[00:55:49 -> 00:55:50] 是不是真的不一样
[00:55:50 -> 00:55:50] 是吗
[00:55:50 -> 00:55:51] 我觉得本质
[00:55:51 -> 00:55:52] 可能是相通的
[00:55:52 -> 00:55:53] 那你觉得taste
[00:55:53 -> 00:55:54] 表现在什么样的方向
[00:55:54 -> 00:55:55] 不论是在做
[00:55:55 -> 00:55:56] training算法
[00:55:56 -> 00:55:57] pretraining算法
[00:55:57 -> 00:55:58] 还是在做infra
[00:55:58 -> 00:56:00] 你做一件事情的时候
[00:56:00 -> 00:56:00] 是不是
[00:56:00 -> 00:56:01] 喜欢轻易求精
[00:56:01 -> 00:56:03] 它是很细节的活
[00:56:03 -> 00:56:04] 就因为它这个efficiency
[00:56:04 -> 00:56:05] 要做得非常非常极致
[00:56:05 -> 00:56:06] 对吗
[00:56:06 -> 00:56:07] 不光是efficiency
[00:56:07 -> 00:56:07] 就是如果你是
[00:56:07 -> 00:56:08] 追求一个目标的话
[00:56:08 -> 00:56:10] 可能就不在taste
[00:56:10 -> 00:56:10] 这个维度上
[00:56:10 -> 00:56:11] 就是你如果要的是
[00:56:11 -> 00:56:12] 一个end goal
[00:56:12 -> 00:56:13] end goal和taste
[00:56:13 -> 00:56:14] taste其实就是你
[00:56:14 -> 00:56:15] 关注的不仅仅是end goal
[00:56:15 -> 00:56:16] 并且还有这个
[00:56:16 -> 00:56:17] end goal的组成
[00:56:17 -> 00:56:18] 就是我的系统
[00:56:18 -> 00:56:19] 不仅能跑
[00:56:19 -> 00:56:19] 我并且知道
[00:56:19 -> 00:56:20] 它是怎么跑起来的
[00:56:20 -> 00:56:21] 它是以一个
[00:56:21 -> 00:56:22] 设计过的
[00:56:22 -> 00:56:24] well designed的形式
[00:56:24 -> 00:56:25] 形态跑起来的
[00:56:25 -> 00:56:26] 还是它是一个
[00:56:26 -> 00:56:27] 豆腐渣工程跑起来的
[00:56:27 -> 00:56:28] 它们有可能
[00:56:28 -> 00:56:29] 有同样的end goal
[00:56:29 -> 00:56:30] 有taste就是说
[00:56:30 -> 00:56:31] 我更在乎它
[00:56:31 -> 00:56:31] 是一个
[00:56:31 -> 00:56:33] 很优美的形式跑起来的
[00:56:33 -> 00:56:34] 而不是这个
[00:56:34 -> 00:56:35] 很很
[00:56:35 -> 00:56:35] 豆腐渣的
[00:56:35 -> 00:56:36] 对
[00:56:36 -> 00:56:38] 很hockey的方式跑起来的
[00:56:38 -> 00:56:38] 那你在乎吗
[00:56:38 -> 00:56:39] 我非常在乎
[00:56:39 -> 00:56:41] 这是ReadyTag的文化之一
[00:56:41 -> 00:56:42] 就是我们非常强调这一点
[00:56:42 -> 00:56:44] 我们想要成立ReadyTag
[00:56:44 -> 00:56:45] 想要好好的
[00:56:45 -> 00:56:47] 做一家infra first的公司
[00:56:47 -> 00:56:48] 因为我觉得在
[00:56:48 -> 00:56:49] 很多其他的
[00:56:49 -> 00:56:50] 我之前工作过的
[00:56:50 -> 00:56:50] 其他地方
[00:56:50 -> 00:56:52] 或者是听大家讨论
[00:56:52 -> 00:56:53] 以prodart
[00:56:53 -> 00:56:54] 以模型为目标的
[00:56:54 -> 00:56:54] 这些公司
[00:56:54 -> 00:56:56] 在infra的美感上
[00:56:56 -> 00:56:57] 有所妥协
[00:56:57 -> 00:56:58] 它们在infra的功能上
[00:56:58 -> 00:56:59] 还是很追求的
[00:56:59 -> 00:56:59] 但是在美感上
[00:56:59 -> 00:57:00] 是有所妥协的
[00:57:00 -> 00:57:01] 然后infra的人
[00:57:01 -> 00:57:05] 在整个这个full stack里面
[00:57:05 -> 00:57:07] 可能长期的处于一个
[00:57:07 -> 00:57:09] 被underestimated的状态
[00:57:09 -> 00:57:11] 就他们需要
[00:57:11 -> 00:57:12] 被迫去
[00:57:12 -> 00:57:13] 不停地support
[00:57:13 -> 00:57:13] 其他的component
[00:57:13 -> 00:57:15] 他们需要去support
[00:57:15 -> 00:57:15] researcher
[00:57:15 -> 00:57:17] 去很好地使用infra工具
[00:57:17 -> 00:57:18] 然后把时间跑起来
[00:57:18 -> 00:57:19] 去迭代
[00:57:19 -> 00:57:20] 他们也需要support
[00:57:20 -> 00:57:21] product的人
[00:57:21 -> 00:57:22] 能够把自己的product
[00:57:22 -> 00:57:22] 运行得又稳又快
[00:57:22 -> 00:57:24] 但是infra自己
[00:57:24 -> 00:57:26] 因为我跟infra的
[00:57:26 -> 00:57:28] 之间的这个浪漫的关系
[00:57:28 -> 00:57:28] 我觉得infra
[00:57:28 -> 00:57:29] 它不是一个support角色
[00:57:29 -> 00:57:30] infra本身在我眼中
[00:57:30 -> 00:57:31] 就是产品
[00:57:31 -> 00:57:32] 你在设计
[00:57:32 -> 00:57:33] 你在推一个产品的时候
[00:57:33 -> 00:57:34] 因为产品面向用户
[00:57:34 -> 00:57:34] 你会去想
[00:57:34 -> 00:57:36] 我这个产品不是只有功能
[00:57:36 -> 00:57:37] 我会想这个产品美
[00:57:37 -> 00:57:37] 对吧
[00:57:37 -> 00:57:38] 我希望它好看
[00:57:38 -> 00:57:39] 好用
[00:57:39 -> 00:57:40] 被人说喜欢
[00:57:40 -> 00:57:41] 我希望它击中
[00:57:41 -> 00:57:42] 用户心理的痛点
[00:57:42 -> 00:57:42] 用户心理的
[00:57:42 -> 00:57:43] 击中人性
[00:57:43 -> 00:57:45] 我希望产品击中人性
[00:57:45 -> 00:57:46] 但是没有人会说
[00:57:46 -> 00:57:47] 我希望infra击中人性
[00:57:47 -> 00:57:48] 但是从我的视角里看
[00:57:48 -> 00:57:49] 我觉得infra
[00:57:49 -> 00:57:50] 也是击中人性的
[00:57:50 -> 00:57:51] 它只是没有
[00:57:51 -> 00:57:52] 直接到用户
[00:57:52 -> 00:57:54] 没有那么直接的联系而已
[00:57:54 -> 00:57:54] 但实际上
[00:57:54 -> 00:57:55] 它产生这个深远影响
[00:57:55 -> 00:57:57] 是从底层
[00:57:57 -> 00:57:58] 就开始往上传递
[00:57:58 -> 00:57:59] 我觉得刚才
[00:57:59 -> 00:58:00] 你说的两个词
[00:58:00 -> 00:58:01] 我觉得非常有意思
[00:58:01 -> 00:58:01] 第一呢
[00:58:01 -> 00:58:03] 你是说infra的美
[00:58:03 -> 00:58:04] 第二呢
[00:58:04 -> 00:58:06] 你是说你跟infra的关系
[00:58:06 -> 00:58:07] 是浪漫的
[00:58:07 -> 00:58:07] 这两个词
[00:58:07 -> 00:58:08] 其实我很少听到
[00:58:08 -> 00:58:10] 我倒是没有仔细想过
[00:58:10 -> 00:58:11] 为什么是这个词
[00:58:11 -> 00:58:12] 但是它自然而然
[00:58:12 -> 00:58:13] 存在于我的脑中
[00:58:13 -> 00:58:14] 就是
[00:58:14 -> 00:58:16] 其实我觉得
[00:58:16 -> 00:58:17] 写infra的人
[00:58:17 -> 00:58:18] 他们都是能理解的
[00:58:18 -> 00:58:19] 就是你写infra的时候
[00:58:19 -> 00:58:19] 你追求
[00:58:19 -> 00:58:20] 你会去觉得
[00:58:20 -> 00:58:22] 我这个代码写的
[00:58:22 -> 00:58:23] 我其实不知道
[00:58:23 -> 00:58:24] 怎么更细致的拆解了
[00:58:24 -> 00:58:25] 但是我不是特例
[00:58:25 -> 00:58:27] 我只是one of them
[00:58:27 -> 00:58:28] 其实有很多这样
[00:58:28 -> 00:58:28] 有一批这样
[00:58:28 -> 00:58:30] 他们都很在乎
[00:58:30 -> 00:58:31] 你的infra构建的时候
[00:58:31 -> 00:58:32] 这个系统
[00:58:32 -> 00:58:32] 它优不优美
[00:58:32 -> 00:58:33] 稳不稳定
[00:58:33 -> 00:58:34] 然后他们总是被迫
[00:58:34 -> 00:58:35] 去做一些hockey的事情
[00:58:35 -> 00:58:36] 来达成目标
[00:58:36 -> 00:58:37] 其实他们都是
[00:58:37 -> 00:58:38] 会在一个被拉扯的状态
[00:58:38 -> 00:58:40] 我明白你的意思
[00:58:40 -> 00:58:41] 就比如说
[00:58:41 -> 00:58:42] 其实如果你看
[00:58:42 -> 00:58:42] 一些大厂
[00:58:42 -> 00:58:44] OpenAI有自己的infra team
[00:58:44 -> 00:58:46] 之前你在XAI
[00:58:46 -> 00:58:47] XAI也有自己的infra team
[00:58:47 -> 00:58:48] 是不是
[00:58:48 -> 00:58:49] 就是在这种大厂的时候
[00:58:49 -> 00:58:50] infra team
[00:58:50 -> 00:58:51] 它总是一个supporter的
[00:58:51 -> 00:58:52] 这样的一个角色
[00:58:52 -> 00:58:53] 所以也就是说
[00:58:53 -> 00:58:54] 它有很多
[00:58:54 -> 00:58:56] 你需要去妥协的地方
[00:58:56 -> 00:58:57] 但是如果你自己
[00:58:57 -> 00:58:58] 出来做一个infra
[00:58:58 -> 00:58:59] 就可以达到
[00:58:59 -> 00:59:00] 你所说的
[00:59:00 -> 00:59:02] infra first的这种内感
[00:59:02 -> 00:59:02] 对
[00:59:02 -> 00:59:03] 比如说在ReadyTag
[00:59:03 -> 00:59:04] 其实我们是反怪的
[00:59:04 -> 00:59:06] 比方说我们也有training job
[00:59:06 -> 00:59:07] 但是我们并不是说
[00:59:07 -> 00:59:09] 我需要一个infra的team
[00:59:09 -> 00:59:10] 去一直support
[00:59:10 -> 00:59:10] 这个training job
[00:59:10 -> 00:59:12] 跑得非常的on track
[00:59:12 -> 00:59:13] 我们其实是反怪的
[00:59:13 -> 00:59:14] 我们希望这个
[00:59:14 -> 00:59:15] training job
[00:59:15 -> 00:59:16] 它可以没有压力
[00:59:16 -> 00:59:17] 它只需要跑
[00:59:17 -> 00:59:19] 然后一旦你training job
[00:59:19 -> 00:59:19] 被卡住
[00:59:19 -> 00:59:20] 遇到问题的时候
[00:59:20 -> 00:59:21] 我们希望
[00:59:21 -> 00:59:22] 大家的focus是
[00:59:22 -> 00:59:23] 把这个问题
[00:59:23 -> 00:59:24] systematically解决
[00:59:24 -> 00:59:25] 而不是打一个patch上去
[00:59:25 -> 00:59:26] 让这个training job
[00:59:26 -> 00:59:26] 必须跑
[00:59:26 -> 00:59:27] drop是可以pause的
[00:59:27 -> 00:59:28] 我们刷分也不着急刷
[00:59:28 -> 00:59:29] 我们也不是
[00:59:29 -> 00:59:30] 非要刷一个非常好的
[00:59:30 -> 00:59:31] benchmark分数
[00:59:31 -> 00:59:31] 这个在我们这里
[00:59:31 -> 00:59:32] 不是第一优先级
[00:59:32 -> 00:59:33] 但是我们如果能刷高
[00:59:33 -> 00:59:34] 当然是好的
[00:59:34 -> 00:59:34] 我们不会说
[00:59:34 -> 00:59:35] 这事情不重要
[00:59:35 -> 00:59:37] 但是在timeline上
[00:59:37 -> 00:59:39] 它不是source of urgency
[00:59:39 -> 00:59:40] 我们的source of urgency是
[00:59:40 -> 00:59:41] 你的job
[00:59:41 -> 00:59:42] 不能被迭代的时候
[00:59:42 -> 00:59:43] 这个问题本身
[00:59:43 -> 00:59:44] 它应该怎么样
[00:59:44 -> 00:59:45] 从深层次的解决它
[00:59:45 -> 00:59:46] 我们先
[00:59:46 -> 00:59:47] 所以回去一点点
[00:59:47 -> 00:59:48] 然后让我们的观众
[00:59:48 -> 00:59:50] 更加了解一下
[00:59:50 -> 00:59:51] 就是infra的这个赛道
[00:59:51 -> 00:59:52] 比如说我们
[00:59:52 -> 00:59:54] 在技术的细节上面
[00:59:54 -> 00:59:55] 看到这个REDX attention
[00:59:55 -> 00:59:56] 它其实是
[00:59:56 -> 00:59:57] SJLINE的一个
[00:59:57 -> 00:59:58] 核心技术之一
[00:59:58 -> 00:59:59] 是用REDX
[00:59:59 -> 00:59:59] 是用REDX
[00:59:59 -> 01:00:01] 来做这个前缀的缓存
[01:00:01 -> 01:00:02] 然后避免重复的计算
[01:00:02 -> 01:00:03] KV Cache
[01:00:03 -> 01:00:05] 能不能用比较通俗的语言
[01:00:05 -> 01:00:05] 给我们的观众
[01:00:05 -> 01:00:07] 来解释一下这个技术
[01:00:07 -> 01:00:08] 这个技术
[01:00:08 -> 01:00:09] 其实也比较简单
[01:00:09 -> 01:00:12] 就是当你有很多的request
[01:00:12 -> 01:00:14] 发到engine这边
[01:00:14 -> 01:00:15] 需要处理的时候
[01:00:15 -> 01:00:16] 如果你的request
[01:00:16 -> 01:00:17] 有一个公共前缀
[01:00:17 -> 01:00:18] 那我们就不需要
[01:00:18 -> 01:00:19] 重新计算
[01:00:19 -> 01:00:20] 这个公共前缀
[01:00:20 -> 01:00:21] 所对应的KV Cache
[01:00:21 -> 01:00:22] 而是可以附用
[01:00:22 -> 01:00:24] 就是你第一次
[01:00:24 -> 01:00:25] 一个request进来
[01:00:25 -> 01:00:26] 我已经计算过KV Cache
[01:00:26 -> 01:00:27] 第二个request进来
[01:00:27 -> 01:00:28] 如果他们share的话
[01:00:28 -> 01:00:28] 我可以附用
[01:00:28 -> 01:00:30] 已经计算出来的KV Cache
[01:00:30 -> 01:00:32] 所以这套memory管理系统
[01:00:32 -> 01:00:35] 就是对前缀的结构
[01:00:35 -> 01:00:35] 共享结构
[01:00:35 -> 01:00:37] 做了indexing和存储
[01:00:37 -> 01:00:38] 首先一个是
[01:00:38 -> 01:00:40] 你对进来的request之间的
[01:00:40 -> 01:00:41] 前缀的关系
[01:00:41 -> 01:00:42] 要建立前缀数
[01:00:42 -> 01:00:43] 来做indexing
[01:00:43 -> 01:00:44] 做完indexing之后
[01:00:44 -> 01:00:44] 你需要把
[01:00:44 -> 01:00:45] 已经计算的KV Cache
[01:00:45 -> 01:00:47] 存在KV Memory Pool里面
[01:00:47 -> 01:00:48] 然后把这个indexing
[01:00:48 -> 01:00:50] 跟这个KV Memory Pool
[01:00:50 -> 01:00:51] 给mapping起来
[01:00:51 -> 01:00:52] 既然它的核心
[01:00:52 -> 01:00:53] 是用重复的前缀
[01:00:53 -> 01:00:54] 但是如果我们假设
[01:00:54 -> 01:00:56] 用户每次发的问题
[01:00:56 -> 01:00:56] 都是全新的
[01:00:56 -> 01:00:58] 没有什么共同的前缀
[01:00:58 -> 01:00:59] 那比如说长文档摘押
[01:00:59 -> 01:01:00] 或者是创意系
[01:01:00 -> 01:01:01] 那是不是这套机制
[01:01:01 -> 01:01:03] 就有一定它的局限性
[01:01:03 -> 01:01:05] 因为Agentic的场景出现
[01:01:05 -> 01:01:06] 复杂场景的出现
[01:01:06 -> 01:01:07] 大部分都是会
[01:01:07 -> 01:01:09] 有前缀共享的
[01:01:09 -> 01:01:09] 因为你只要进入
[01:01:09 -> 01:01:10] 多轮对话
[01:01:10 -> 01:01:11] 你的后面的对话
[01:01:11 -> 01:01:11] 都会要附用
[01:01:11 -> 01:01:13] 前面已经对话的history
[01:01:13 -> 01:01:14] 所以前缀附用
[01:01:14 -> 01:01:15] 是大量存在
[01:01:15 -> 01:01:16] 在所有的
[01:01:16 -> 01:01:17] 几乎所有的场景里
[01:01:17 -> 01:01:19] 是不是说agent来了之后
[01:01:19 -> 01:01:20] 这个问题
[01:01:20 -> 01:01:22] 是更需要被解决的
[01:01:22 -> 01:01:23] 或者更需要被优化的
[01:01:23 -> 01:01:24] 它一直都是
[01:01:24 -> 01:01:25] 需要被解决的
[01:01:25 -> 01:01:25] agent来了之后
[01:01:25 -> 01:01:26] 它确实可能被
[01:01:26 -> 01:01:28] 变得更
[01:01:28 -> 01:01:30] 被大家所关注到了
[01:01:30 -> 01:01:30] 其实Agent
[01:01:31 -> 01:01:32] 在paper刚出来的时候
[01:01:32 -> 01:01:34] 如果现在还回去看
[01:01:34 -> 01:01:35] 那个两三年前的paper
[01:01:35 -> 01:01:36] 我们确实是
[01:01:36 -> 01:01:38] 以agent为入口
[01:01:38 -> 01:01:39] 就是进来
[01:01:39 -> 01:01:40] 说我们为什么
[01:01:40 -> 01:01:40] 要新设计
[01:01:40 -> 01:01:41] 实际上这一套体系
[01:01:41 -> 01:01:42] 当时还设计了
[01:01:42 -> 01:01:43] 一个frontend语言
[01:01:43 -> 01:01:44] 都是为了
