# 原始转录（whisper.cpp 本地转写，未润色）
# 节目：屠龙之术（庄明浩单口）
# 单集：智能的下一幕，让人兴奋——73 页 PPT solo
# 平台：小宇宙 · 发布日期：2026-09-15 · 时长：55m21s（3320s）
# Pipeline：whisper.cpp / ggml-large-v3 / Metal / -l zh（scripts/transcribe.py）
# 段数：2009 · 汉字数：12452 · 语速约 225 字/min · 转写日期：2026-09-22（文件时间）
# 注意：中文无自动标点；人名/英文术语/数字有误识别（如 DeepSick→DeepSeek、SOPIC→Anthropic、欧贝青→欧倍青、BAT→bet，修正见同名 polished 稿）
# 版权：节目版权归主理人/制作方所有，仅供个人学习（见 ../../COPYRIGHT.md）

[00:29:33 -> 00:29:35] 没有标准答案
[00:29:35 -> 00:29:37] 每家公司自己的情况
[00:29:37 -> 00:29:40] 具体的执行路径
[00:29:40 -> 00:29:41] 红杉定义
[00:29:41 -> 00:29:42] 红杉美国定义
[00:29:42 -> 00:29:44] 你可能首先需要一个战略
[00:29:44 -> 00:29:45] 所谓的战略
[00:29:45 -> 00:29:47] 就是你要做这样的一个决定
[00:29:47 -> 00:29:48] 然后去评估
[00:29:48 -> 00:29:50] 你要设定评估的标准
[00:29:50 -> 00:29:52] 然后做hannes跟路由
[00:29:52 -> 00:29:54] 做提示词
[00:29:54 -> 00:29:55] 做说话
[00:29:55 -> 00:29:56] 做数据准备
[00:29:56 -> 00:29:57] 做后训练
[00:29:57 -> 00:29:57] 做中心练
[00:29:57 -> 00:29:59] 做online learning
[00:29:59 -> 00:30:00] 做所有的事情
[00:30:00 -> 00:30:01] 还是这个观点
[00:30:01 -> 00:30:03] 既然你要做这么多事情
[00:30:03 -> 00:30:05] 就一定会有一些厂商
[00:30:05 -> 00:30:06] 提供各种各样的能力
[00:30:06 -> 00:30:09] 帮助你把这些环节做了
[00:30:09 -> 00:30:10] 所以无论是开源领域
[00:30:10 -> 00:30:10] 还是避养领域
[00:30:10 -> 00:30:13] 今天你会发现出现了一堆
[00:30:13 -> 00:30:14] 把刚才我们说的
[00:30:14 -> 00:30:15] 无论是做战略
[00:30:15 -> 00:30:15] 做评估
[00:30:15 -> 00:30:16] 做hannes
[00:30:16 -> 00:30:17] 做routing
[00:30:17 -> 00:30:18] 做数据
[00:30:18 -> 00:30:20] 做RO环境搭建
[00:30:20 -> 00:30:20] 做后训练
[00:30:20 -> 00:30:21] 甚至做运训练
[00:30:21 -> 00:30:22] 所有这些东西
[00:30:22 -> 00:30:24] 变成商品化
[00:30:24 -> 00:30:26] 提供给别人的厂商
[00:30:26 -> 00:30:28] 也就是说
[00:30:28 -> 00:30:31] 模型训练的这件事情的
[00:30:31 -> 00:30:33] 各个流程成为了商品
[00:30:33 -> 00:30:37] 最后没有评估
[00:30:37 -> 00:30:38] 就没有真正的进步
[00:30:38 -> 00:30:39] 你希望达到的效果
[00:30:39 -> 00:30:41] 就是说一种是用
[00:30:41 -> 00:30:42] 币源的云端的API
[00:30:42 -> 00:30:43] 达到一个效果
[00:30:43 -> 00:30:44] 但你今天希望通过
[00:30:44 -> 00:30:45] 一个开源模型
[00:30:45 -> 00:30:46] 加后训练
[00:30:46 -> 00:30:47] 加提示词
[00:30:47 -> 00:30:48] 加你自己的数据
[00:30:48 -> 00:30:49] 加online learning
[00:30:49 -> 00:30:50] 加各种各样的事情
[00:30:50 -> 00:30:51] 达到的结果
[00:30:51 -> 00:30:53] 比单纯用API的方式
[00:30:53 -> 00:30:54] 能力得到提升
[00:30:54 -> 00:30:55] 这是最后的目标
[00:30:55 -> 00:30:58] 我们看一些具体的实施
[00:30:58 -> 00:30:59] 典型的比如说
[00:30:59 -> 00:31:00] 哈维那家
[00:31:00 -> 00:31:02] 做最有名的
[00:31:02 -> 00:31:03] 最近刚刚融资
[00:31:03 -> 00:31:04] 150亿美金的
[00:31:04 -> 00:31:05] AI法律的代表公司
[00:31:05 -> 00:31:07] 他当时在红杉美国
[00:31:07 -> 00:31:08] 那次的会议上的标题
[00:31:08 -> 00:31:10] 叫Building a Research Lab
[00:31:10 -> 00:31:12] 逻辑特别简单
[00:31:12 -> 00:31:13] 三步
[00:31:13 -> 00:31:14] Build a Benchmark
[00:31:14 -> 00:31:18] 然后用这个Benchmark
[00:31:18 -> 00:31:19] 去后训练模型
[00:31:19 -> 00:31:21] 谁来帮你
[00:31:21 -> 00:31:23] 或者说你选择跟谁合作
[00:31:23 -> 00:31:24] 就选择那些
[00:31:24 -> 00:31:26] 帮模型提供训练的
[00:31:26 -> 00:31:27] Infra的厂商
[00:31:27 -> 00:31:28] 他列了非常多的厂商
[00:31:28 -> 00:31:30] 先从模型厂商
[00:31:30 -> 00:31:31] 就有包括
[00:31:31 -> 00:31:31] OpenAI
[00:31:31 -> 00:31:32] Sopic
[00:31:32 -> 00:31:32] DeepMind
[00:31:32 -> 00:31:33] SpecialX
[00:31:33 -> 00:31:34] Meta
[00:31:34 -> 00:31:35] 开源模型厂商
[00:31:35 -> 00:31:36] 又包括Kimi
[00:31:36 -> 00:31:37] 智普
[00:31:37 -> 00:31:38] DeepSeek
[00:31:38 -> 00:31:38] 千文
[00:31:38 -> 00:31:40] 有做数据的公司
[00:31:40 -> 00:31:43] 有做training的公司
[00:31:43 -> 00:31:46] 有做评估跟榜单的公司
[00:31:46 -> 00:31:48] 甚至有各种各样的New Lab
[00:31:48 -> 00:31:49] 把这些公司合作
[00:31:49 -> 00:31:50] 一起做起来
[00:31:50 -> 00:31:51] 具体的做事方式就是
[00:31:51 -> 00:31:52] 他先建立一个
[00:31:52 -> 00:31:54] 在法律领域的Benchmark
[00:31:54 -> 00:31:56] 然后基于这个Benchmark
[00:31:56 -> 00:31:58] 去搭建一套RL的环境
[00:31:58 -> 00:32:00] 他跟合作是Longchain
[00:32:00 -> 00:32:02] 然后跟那些
[00:32:02 -> 00:32:03] 各种各样服务的
[00:32:03 -> 00:32:04] New Labs合作
[00:32:04 -> 00:32:05] 建立一个loop
[00:32:05 -> 00:32:06] 或者说一个飞轮
[00:32:06 -> 00:32:08] 环境搭建
[00:32:08 -> 00:32:09] 后训练
[00:32:09 -> 00:32:10] Benchmark
[00:32:10 -> 00:32:11] 评估
[00:32:11 -> 00:32:11] 不断的反馈
[00:32:11 -> 00:32:12] 不断的loop
[00:32:12 -> 00:32:14] 不断的不断的loop
[00:32:14 -> 00:32:15] 这就是Havi的执行策略
[00:32:15 -> 00:32:16] 我们在这个过程中
[00:32:16 -> 00:32:18] 看到有很重要的提供商
[00:32:18 -> 00:32:18] 比如Longchain
[00:32:18 -> 00:32:20] 他所定义的
[00:32:20 -> 00:32:21] 当前这个时间点
[00:32:21 -> 00:32:22] 所谓的把
[00:32:22 -> 00:32:23] 他甚至把概念
[00:32:23 -> 00:32:25] 扩大到了agent的角度
[00:32:25 -> 00:32:27] 他会认为agent就是model
[00:32:27 -> 00:32:27] 就是模型
[00:32:27 -> 00:32:28] 加上下文
[00:32:28 -> 00:32:31] 加外围的hannes
[00:32:31 -> 00:32:33] 针对这几个事情
[00:32:33 -> 00:32:35] 你会针对模型做训练
[00:32:35 -> 00:32:37] 针对数据做记忆
[00:32:37 -> 00:32:38] 针对hannes
[00:32:38 -> 00:32:40] 做hannes的engineer
[00:32:40 -> 00:32:41] 所有这些事情
[00:32:41 -> 00:32:41] 都有
[00:32:41 -> 00:32:45] 我们同样看到了
[00:32:45 -> 00:32:46] 我之前PUT
[00:32:46 -> 00:32:47] 也有无数次提及的
[00:32:47 -> 00:32:48] 所谓RL环境的搭建
[00:32:48 -> 00:32:49] 这里面
[00:32:49 -> 00:32:50] 在红杉的会议上
[00:32:50 -> 00:32:52] Marker出来讲了
[00:32:52 -> 00:32:53] 如何在现在这个时间点
[00:32:53 -> 00:32:55] 搭建RL的环境
[00:32:55 -> 00:32:56] 他说在此前
[00:32:56 -> 00:32:57] 都是重包的
[00:32:57 -> 00:32:58] 后来变成了agentic data
[00:32:58 -> 00:33:01] 然后你要构建world
[00:33:01 -> 00:33:01] worth
[00:33:01 -> 00:33:03] 就是广义的环境
[00:33:03 -> 00:33:05] 然后你要构建apps
[00:33:05 -> 00:33:05] 让它跑的东西
[00:33:05 -> 00:33:07] 还要构建task
[00:33:07 -> 00:33:08] 你要让它完成
[00:33:08 -> 00:33:08] 什么样的任务
[00:33:08 -> 00:33:09] 这个任务要是
[00:33:09 -> 00:33:10] 可以评估的
[00:33:10 -> 00:33:11] 可以实现loop
[00:33:11 -> 00:33:14] 我们在过程中
[00:33:14 -> 00:33:15] 也无数次见到了
[00:33:15 -> 00:33:16] agent和hannes
[00:33:16 -> 00:33:17] 同样是longchain的主张
[00:33:17 -> 00:33:18] 他会认为
[00:33:18 -> 00:33:19] 今天的agent需要
[00:33:19 -> 00:33:22] 跑在一个
[00:33:22 -> 00:33:25] 我们可以行动的环境里
[00:33:25 -> 00:33:26] 连接你的数据
[00:33:26 -> 00:33:28] 管理长程任务
[00:33:28 -> 00:33:30] 并行执行
[00:33:30 -> 00:33:31] 各种各样的任务
[00:33:31 -> 00:33:32] 同样要允许
[00:33:32 -> 00:33:33] human in the loop
[00:33:33 -> 00:33:35] 人等情侣要加进去
[00:33:35 -> 00:33:35] 然后不断地
[00:33:35 -> 00:33:36] 去持续地改进
[00:33:36 -> 00:33:38] 这就是整个的agent
[00:33:38 -> 00:33:39] 跟hannes框架
[00:33:39 -> 00:33:40] 要去做的事情
[00:33:40 -> 00:33:43] 那longchain的主张
[00:33:43 -> 00:33:44] 其实特别的简单
[00:33:44 -> 00:33:46] 建立一个
[00:33:46 -> 00:33:47] v1版本的agent
[00:33:47 -> 00:33:49] 跑起来
[00:33:49 -> 00:33:50] 收集他执行的
[00:33:50 -> 00:33:50] 所有的过程
[00:33:50 -> 00:33:53] 跟踪这些数据
[00:33:53 -> 00:33:56] 然后基于
[00:33:56 -> 00:33:57] 你的benchmark
[00:33:57 -> 00:33:58] 让他不断地
[00:33:58 -> 00:33:59] 去做实验
[00:33:59 -> 00:34:00] 我们去评估
[00:34:00 -> 00:34:01] 实验的结果
[00:34:01 -> 00:34:02] 好坏
[00:34:02 -> 00:34:03] 强化学习
[00:34:03 -> 00:34:04] 然后形成loop
[00:34:04 -> 00:34:06] 这是一个非常听起来
[00:34:06 -> 00:34:06] 非常非常简单的
[00:34:06 -> 00:34:07] 一种主张
[00:34:07 -> 00:34:11] 所以智能本身
[00:34:11 -> 00:34:12] 或者说模型训练
[00:34:12 -> 00:34:13] 加agent
[00:34:13 -> 00:34:14] 加hannes
[00:34:14 -> 00:34:15] 所有这套服务
[00:34:15 -> 00:34:16] 出现了产业分工
[00:34:16 -> 00:34:18] 所以出现了一堆公司
[00:34:18 -> 00:34:21] 做广义上的infra
[00:34:21 -> 00:34:22] 不单纯是做
[00:34:22 -> 00:34:24] 云的芯片的
[00:34:24 -> 00:34:26] 基础设施的数据中心
[00:34:26 -> 00:34:28] 也做广义的
[00:34:28 -> 00:34:29] 软的这一层面的infra
[00:34:29 -> 00:34:30] 帮你做数据的
[00:34:30 -> 00:34:31] 训练
[00:34:31 -> 00:34:32] RL环境的搭建
[00:34:32 -> 00:34:33] 域训练
[00:34:33 -> 00:34:35] hannes
[00:34:35 -> 00:34:37] 甚至帮你做榜单
[00:34:37 -> 00:34:38] 做评估
[00:34:38 -> 00:34:39] 做构建
[00:34:39 -> 00:34:39] 所有这些事情
[00:34:39 -> 00:34:40] 都出现了一堆公司
[00:34:40 -> 00:34:41] 帮你做协议
[00:34:41 -> 00:34:43] 支付
[00:34:43 -> 00:34:44] 身份认证
[00:34:44 -> 00:34:46] 权限搭建
[00:34:46 -> 00:34:46] sandbox
[00:34:46 -> 00:34:47] 都是
[00:34:47 -> 00:34:50] 所以在美国
[00:34:50 -> 00:34:51] 过去两个季度
[00:34:51 -> 00:34:53] 有一个比较热门的方向
[00:34:53 -> 00:34:55] 就是做AI training data
[00:34:55 -> 00:34:56] 跟RL环境搭建的公司
[00:34:56 -> 00:34:57] 我同样用了上一次
[00:34:57 -> 00:34:59] AI by the number的一张图标
[00:34:59 -> 00:35:01] 前段时间
[00:35:01 -> 00:35:02] 广密的
[00:35:02 -> 00:35:02] 还有多少时候
[00:35:02 -> 00:35:03] 发过一篇文章
[00:35:03 -> 00:35:04] 我觉得它的标题
[00:35:04 -> 00:35:05] 写得更明显
[00:35:05 -> 00:35:07] 无法征流的美国市场
[00:35:07 -> 00:35:08] 谁在分拾
[00:35:08 -> 00:35:09] Frontier Labs
[00:35:09 -> 00:35:11] 百亿美金的数据预算
[00:35:11 -> 00:35:12] 特别简单
[00:35:12 -> 00:35:13] 对吧
[00:35:13 -> 00:35:14] 这些最最最头部的
[00:35:14 -> 00:35:15] 无论是
[00:35:15 -> 00:35:16] 美云厂商
[00:35:16 -> 00:35:17] 还是所谓New Lab
[00:35:17 -> 00:35:18] 他们融了那么多钱
[00:35:18 -> 00:35:19] 要搭建他们自己的
[00:35:19 -> 00:35:21] 模型训练的
[00:35:21 -> 00:35:22] 整个的流程
[00:35:22 -> 00:35:24] 架构跟平台
[00:35:24 -> 00:35:26] 他们的预算
[00:35:26 -> 00:35:27] 就是另一批人的收入
[00:35:27 -> 00:35:28] 那这一批人
[00:35:28 -> 00:35:29] 自然而然要
[00:35:29 -> 00:35:30] 给他们提供服务了
[00:35:30 -> 00:35:31] 对吧
[00:35:31 -> 00:35:34] 同样的
[00:35:34 -> 00:35:34] 在
[00:35:34 -> 00:35:37] 另外一家跟RAP
[00:35:37 -> 00:35:38] 做差不多的
[00:35:38 -> 00:35:39] 企业支付的公司
[00:35:39 -> 00:35:39] BRAX
[00:35:39 -> 00:35:41] 发的26年Summer的
[00:35:41 -> 00:35:42] Top 25
[00:35:42 -> 00:35:44] 最快增长的
[00:35:44 -> 00:35:45] Software Vendors
[00:35:45 -> 00:35:45] 榜单
[00:35:45 -> 00:35:47] 以及RAP的
[00:35:47 -> 00:35:48] 刚刚发布的
[00:35:48 -> 00:35:48] 8月份
[00:35:48 -> 00:35:50] Top Software Vendors
[00:35:50 -> 00:35:50] 榜单
[00:35:50 -> 00:35:51] 是出现了
[00:35:51 -> 00:35:52] 一模一样的趋势
[00:35:52 -> 00:35:54] 有超过一半的厂商
[00:35:54 -> 00:35:55] 都是干
[00:35:55 -> 00:35:55] 刚才我说的
[00:35:55 -> 00:35:57] 这种服务的
[00:35:57 -> 00:35:58] 比如BRAX的
[00:35:58 -> 00:35:59] Top 25里面
[00:35:59 -> 00:36:01] 有14家公司
[00:36:01 -> 00:36:02] 是帮助
[00:36:02 -> 00:36:03] 别的厂商
[00:36:03 -> 00:36:04] 构建AI模型的公司
[00:36:04 -> 00:36:06] 无论是做数据的
[00:36:06 -> 00:36:07] 做训练的
[00:36:07 -> 00:36:08] 还是做平台的
[00:36:08 -> 00:36:09] 都是这样的
[00:36:09 -> 00:36:10] 那RAP的
[00:36:10 -> 00:36:11] 8月榜单里面
[00:36:11 -> 00:36:11] 也有大概一半
[00:36:11 -> 00:36:12] 一半的公司
[00:36:12 -> 00:36:13] 是做相关的事情
[00:36:13 -> 00:36:15] 很多榜单
[00:36:15 -> 00:36:16] 都展现着同样的趋势
[00:36:16 -> 00:36:17] 我在今天上午
[00:36:17 -> 00:36:19] 看YC这一届的
[00:36:19 -> 00:36:20] 26年夏季的
[00:36:20 -> 00:36:22] 所有项目的统计
[00:36:22 -> 00:36:24] 一模一样的趋势
[00:36:24 -> 00:36:26] 其中有一个统计
[00:36:26 -> 00:36:27] 非常有意思
[00:36:27 -> 00:36:28] 统计了所有这些公司
[00:36:28 -> 00:36:29] 在对外宣讲的时候
[00:36:29 -> 00:36:30] 他们是瞄着谁去的
[00:36:30 -> 00:36:31] 就是他们的
[00:36:31 -> 00:36:32] 假养敌是谁
[00:36:32 -> 00:36:33] 有200多家公司里面
[00:36:33 -> 00:36:35] 其中有8家公司
[00:36:35 -> 00:36:35] 这是最多的
[00:36:35 -> 00:36:36] 8家公司
[00:36:36 -> 00:36:38] 瞄着Skill.ai去的
[00:36:38 -> 00:36:40] 8家
[00:36:40 -> 00:36:43] 而且看起来
[00:36:43 -> 00:36:45] 一切才刚刚开始
[00:36:45 -> 00:36:46] 同样是YC的公司
[00:36:46 -> 00:36:47] Aftercurry
[00:36:47 -> 00:36:49] 你听这个名字
[00:36:49 -> 00:36:50] Aftercurry
[00:36:50 -> 00:36:51] 做数据的公司
[00:36:51 -> 00:36:53] 9月1号
[00:36:53 -> 00:36:55] 32亿美金了
[00:36:55 -> 00:36:56] 这一家公司
[00:36:56 -> 00:36:58] 是YCW25的公司
[00:36:58 -> 00:37:00] 就是YC25年冬季的公司
[00:37:00 -> 00:37:02] 我再次说一下
[00:37:02 -> 00:37:04] YC25年冬季的公司
[00:37:04 -> 00:37:05] 到今天
[00:37:05 -> 00:37:06] 不过才十几个月的时间
[00:37:06 -> 00:37:08] 不到两年
[00:37:08 -> 00:37:08] 这家公司
[00:37:08 -> 00:37:11] 从YC孵化的公司
[00:37:11 -> 00:37:13] 涨到了32亿美金
[00:37:13 -> 00:37:15] 5个月之前
[00:37:15 -> 00:37:16] 这家公司只有3亿美金
[00:37:16 -> 00:37:18] 我刚才说过
[00:37:18 -> 00:37:19] 这一届还有8家
[00:37:19 -> 00:37:21] 瞄着Skill.ai去的
[00:37:21 -> 00:37:22] 单纯只是做数据
[00:37:22 -> 00:37:23] 这一件事情
[00:37:23 -> 00:37:24] 才能够
[00:37:24 -> 00:37:25] 才刚刚开始
[00:37:25 -> 00:37:29] 截止到这儿
[00:37:29 -> 00:37:32] 似乎出现了一个新的可能性
[00:37:32 -> 00:37:36] 还是刚才Longchain那张照片的主张
[00:37:36 -> 00:37:39] 建立一个V1版本的agent
[00:37:39 -> 00:37:40] 收集数据
[00:37:40 -> 00:37:41] 跟踪
[00:37:41 -> 00:37:42] 然后评估
[00:37:42 -> 00:37:42] 打分
[00:37:42 -> 00:37:44] 改进
[00:37:44 -> 00:37:46] 那么
[00:37:46 -> 00:37:48] 这套流程
[00:37:48 -> 00:37:54] 能够自动化吗
[00:37:54 -> 00:37:55] 好
[00:37:55 -> 00:37:56] 刚才我们聊到
[00:37:56 -> 00:37:57] 围绕模型已经长出了
[00:37:57 -> 00:37:59] 一整套的产业增工
[00:37:59 -> 00:38:00] 接下来
[00:38:00 -> 00:38:02] 还会再往前走一步
[00:38:02 -> 00:38:06] 能不能让AI参与改进AI
[00:38:06 -> 00:38:07] 也就是
[00:38:07 -> 00:38:07] Skill.ai
[00:38:07 -> 00:38:08] 所谓的
[00:38:08 -> 00:38:09] 自动化处理
[00:38:09 -> 00:38:12] 不过在进入下一部分之前
[00:38:12 -> 00:38:13] 我们先中场休息一下
[00:38:13 -> 00:38:15] 回到我开头所说的头发的问题
[00:38:15 -> 00:38:17] 也再次感谢本期赞助商
[00:38:17 -> 00:38:19] 欧贝青DMG洗发水
[00:38:19 -> 00:38:23] 开头解释了DMG是做什么的
[00:38:23 -> 00:38:24] 这里再多聊一点
[00:38:24 -> 00:38:26] 它为什么要跟咖啡因放在一起
[00:38:26 -> 00:38:29] 头发生长需要发根保持活力
[00:38:29 -> 00:38:32] 也需要周围的供养条件跟得上
[00:38:32 -> 00:38:34] 欧贝青这套配方里
[00:38:34 -> 00:38:36] 咖啡因帮助激活发根
[00:38:36 -> 00:38:38] 专利成分DMG
[00:38:38 -> 00:38:40] 则帮助促进头皮微循环
[00:38:40 -> 00:38:41] 供支持
[00:38:41 -> 00:38:42] 两种配方里
[00:38:42 -> 00:38:44] 三种成分从不同环节配合
[00:38:44 -> 00:38:46] 不只是追求一次性的刺激
[00:38:46 -> 00:38:49] 而是通过快速激活加持续支持
[00:38:49 -> 00:38:51] 让毛囊保持更好的状态
[00:38:51 -> 00:38:54] 如果用科技行业的语言来讲
[00:38:54 -> 00:38:55] 我觉得可以理解成
[00:38:55 -> 00:38:58] 不只是看峰值性能
[00:38:58 -> 00:39:00] 而更要看的是能不能持续在线
[00:39:00 -> 00:39:02] 这也是它一加一大于二
[00:39:02 -> 00:39:04] 专利协同比较有意思的地方
[00:39:04 -> 00:39:06] 但头发保养这个事情
[00:39:06 -> 00:39:08] 具体到每个人效果会有差异
[00:39:08 -> 00:39:09] 对我来说
[00:39:09 -> 00:39:11] 看这类资料的时候
[00:39:11 -> 00:39:12] 除了看结果
[00:39:12 -> 00:39:14] 也会留意它多久才会出现效果
[00:39:14 -> 00:39:15] 对我来说
[00:39:15 -> 00:39:16] 头发护理这件事
[00:39:16 -> 00:39:17] 确实需要给它时间
[00:39:17 -> 00:39:18] 使用上
[00:39:18 -> 00:39:20] 记住一个很具体的动作就行
[00:39:20 -> 00:39:23] 让洗发水在头皮上停留两分钟
[00:39:23 -> 00:39:24] 再冲洗
[00:39:24 -> 00:39:26] 按产品说明
[00:39:26 -> 00:39:27] 持续使用
[00:39:27 -> 00:39:29] 把护理放进平时的生活里
[00:39:29 -> 00:39:32] 如果你也在研究防脱洗护
[00:39:32 -> 00:39:34] 这边可以重点了解一下
[00:39:34 -> 00:39:36] 咖啡因帮助激活发根
[00:39:36 -> 00:39:39] DMG帮助改善头皮微循环
[00:39:39 -> 00:39:41] 两者组成专利协同配方
[00:39:41 -> 00:39:44] 再次感谢欧贝青DMG洗发水
[00:39:44 -> 00:39:45] 对图谋之术的支持
[00:39:45 -> 00:39:47] 好
[00:39:47 -> 00:39:48] 我们回到刚才
[00:39:48 -> 00:39:49] 的那个问题
[00:39:49 -> 00:39:52] 如果连改进AI这件事
[00:39:52 -> 00:39:54] 都能让AI参与进来
[00:39:54 -> 00:39:56] 那么会发生什么呢
[00:39:56 -> 00:39:56] 自然而然
[00:39:56 -> 00:39:58] 我们进入今天的第三章
[00:39:58 -> 00:39:59] 循环自生
[00:39:59 -> 00:40:03] 还是今年上半年
[00:40:03 -> 00:40:04] 我认为Cloud发布的
[00:40:04 -> 00:40:06] 最最最重要那篇文章
[00:40:06 -> 00:40:09] 当AI builds itself
[00:40:09 -> 00:40:13] 它画了一个非常非常直观的示意图
[00:40:13 -> 00:40:15] 人类跟电脑训练出来第一代模型
[00:40:15 -> 00:40:17] 模型加入到训练过程
[00:40:17 -> 00:40:19] 不断的加不断的加不断的加
[00:40:19 -> 00:40:22] 模型越来越参与整个模型训练
[00:40:22 -> 00:40:22] 到最后
[00:40:22 -> 00:40:24] 人类不见得
[00:40:24 -> 00:40:27] AI for AI
[00:40:27 -> 00:40:32] 我们到底走到哪
[00:40:32 -> 00:40:33] 回头去想
[00:40:33 -> 00:40:35] 当年SAM定义的
[00:40:35 -> 00:40:36] L1到L5
[00:40:36 -> 00:40:37] L1 chatbot
[00:40:37 -> 00:40:38] L2推理
[00:40:38 -> 00:40:38] L3 agent
[00:40:38 -> 00:40:39] L4研究者
[00:40:39 -> 00:40:40] L5组织者
[00:40:40 -> 00:40:43] 当时所谓定义的研究者
[00:40:43 -> 00:40:43] 或者创新者
[00:40:43 -> 00:40:45] 就是能够做
[00:40:45 -> 00:40:47] OpenAI内部研究员在做的事情
[00:40:47 -> 00:40:50] 那似乎我们从一些新闻看出来
[00:40:50 -> 00:40:52] OpenAI内部的
[00:40:52 -> 00:40:53] 最最最先进的模型
[00:40:53 -> 00:40:55] 似乎就在做他们研究员
[00:40:55 -> 00:40:55] 自己在做的事情
[00:40:55 -> 00:40:57] 同样的
[00:40:57 -> 00:40:58] 8月31号
[00:40:58 -> 00:41:00] 智普发新的财报
[00:41:00 -> 00:41:02] 在财报发布之后的
[00:41:02 -> 00:41:03] 分析师电话会议上
[00:41:03 -> 00:41:05] 智普的创始人唐杰老师
[00:41:05 -> 00:41:07] 说未来要发的
[00:41:07 -> 00:41:10] GLM6.0的定位
[00:41:10 -> 00:41:14] 全自训技术路线
[00:41:14 -> 00:41:17] 海外就是2SI
[00:41:17 -> 00:41:19] 同样的
[00:41:19 -> 00:41:22] 最近新刚刚发布的GPT-6
[00:41:22 -> 00:41:24] 也有些论文在讲述
[00:41:24 -> 00:41:25] 他们在用所谓的
[00:41:25 -> 00:41:26] Loop的方式
[00:41:26 -> 00:41:27] 字节的SEED模型
[00:41:27 -> 00:41:29] 最新的论文的标题
[00:41:29 -> 00:41:32] 也出现了Loop的公式
[00:41:32 -> 00:41:32] Loop
[00:41:32 -> 00:41:35] 再放一张图
[00:41:35 -> 00:41:37] 我觉得这张图画得非常非常好
[00:41:37 -> 00:41:40] 我们把模型训练分成
[00:41:40 -> 00:41:41] 奖励信号
[00:41:41 -> 00:41:42] 训练数据
[00:41:42 -> 00:41:43] 教室训练
[00:41:43 -> 00:41:43] 模型
[00:41:43 -> 00:41:44] 数据集
[00:41:44 -> 00:41:45] 人类行为的归纳
[00:41:45 -> 00:41:46] 研究者
[00:41:46 -> 00:41:48] 环境搭建
[00:41:48 -> 00:41:49] 到物理世界的
[00:41:49 -> 00:41:50] 这一个个的模块
[00:41:50 -> 00:41:52] 你会发现从22年
[00:41:52 -> 00:41:53] 到23年
[00:41:53 -> 00:41:53] 到24年
[00:41:53 -> 00:41:54] 到今天
[00:41:54 -> 00:41:55] 这些模块
[00:41:55 -> 00:41:57] 越来越多的部分
[00:41:57 -> 00:42:01] 被AI自己take over
[00:42:01 -> 00:42:03] 似乎看起来
[00:42:03 -> 00:42:05] 今天完全没有任何
[00:42:05 -> 00:42:07] 或者说没有办法
[00:42:07 -> 00:42:08] 百分之百拿走的
[00:42:08 -> 00:42:12] 只剩最后的物理世界了
[00:42:12 -> 00:42:13] 所以为什么今天上半年
[00:42:13 -> 00:42:14] 世界模型那么热
[00:42:14 -> 00:42:15] 也是这个原因
[00:42:15 -> 00:42:17] 而其他的这些事情
[00:42:17 -> 00:42:18] 看起来
[00:42:18 -> 00:42:19] 似乎是
[00:42:19 -> 00:42:25] 似乎都被模型自己take over了
[00:42:25 -> 00:42:26] 这就造成一个结果
[00:42:26 -> 00:42:27] 从25年下半年的一堆
[00:42:27 -> 00:42:29] 所谓new lab
[00:42:29 -> 00:42:30] 疯狂融资
[00:42:30 -> 00:42:33] 这些new lab当中
[00:42:33 -> 00:42:35] 很多公司截止到今天
[00:42:35 -> 00:42:38] 依然没有公布任何的营收数据
[00:42:38 -> 00:42:39] 美国一家机构做了统计
[00:42:39 -> 00:42:41] 它统计了119家new lab
[00:42:41 -> 00:42:44] 在过去一段时间融了94.3个币
[00:42:44 -> 00:42:45] 就943亿美金
[00:42:45 -> 00:42:46] 但这100
[00:42:46 -> 00:42:48] 将近120家公司里面
[00:42:48 -> 00:42:50] 只有16家公开过
[00:42:50 -> 00:42:53] 有一点点收入
[00:42:53 -> 00:42:54] 所有的孵化器
[00:42:54 -> 00:42:55] VC
[00:42:55 -> 00:42:56] 巨头
[00:42:56 -> 00:42:56] 大佬
[00:42:57 -> 00:43:00] 疯狂对这些new lab下注
[00:43:00 -> 00:43:03] 疯狂
[00:43:03 -> 00:43:05] 有个统计
[00:43:05 -> 00:43:09] 英伟达119家里面投了34家
[00:43:09 -> 00:43:12] 将近三分之一
[00:43:12 -> 00:43:15] 那么这些new lab到底在bath什么
[00:43:15 -> 00:43:18] 我们把这119家new lab的按分类
[00:43:18 -> 00:43:19] 物理AI跟机器人
[00:43:19 -> 00:43:21] 世界模型
[00:43:21 -> 00:43:22] AI for science
[00:43:22 -> 00:43:23] 这几块看起来
[00:43:23 -> 00:43:25] 可能跟RSI关系没有那么大
[00:43:25 -> 00:43:26] 但剩下的三块
[00:43:26 -> 00:43:27] 新的结构
[00:43:27 -> 00:43:28] 推理
[00:43:28 -> 00:43:31] 以及真正意义上定义RSI的公司
[00:43:31 -> 00:43:33] 占了另外三个板块
[00:43:33 -> 00:43:35] 也就是将近一半的公司
[00:43:35 -> 00:43:38] 是堵着广义的
[00:43:38 -> 00:43:38] Lumi
