# 转录元数据
# 节目: 得到《长谈》第64期（B站转载，UP主：商业成长）
# 标题: 64｜程乐松×脱不花：活得哲学一点
# 嘉宾: 程乐松（北京大学哲学系主任）/ 主持: 脱不花
# 发布: 2026-09-05 10:00 (B站) / 时长: 2h55m58s (10558s)
# 下载: opencli bilibili download BV1B24667EQH (480p, 342MB)
# 音频: ffmpeg 提取 mono 16kHz 128k mp3, 161MB
# 转录: whisper.cpp ggml-large-v3 Metal --vad (silero v6.2.0), 2026-09-11
# 段数: 4466 / 汉字: 51130 / 语速: 291字/min
# 校验源: B站官方中文字幕(4652条, 52591汉字, 亦为ASR产物仅供交叉校验)
[01:33:16 -> 01:33:17] 你就应该
[01:33:17 -> 01:33:17] 你怎么怎么样
[01:33:17 -> 01:33:18] 反思或者什么
[01:33:18 -> 01:33:19] 其实这个实际上
[01:33:19 -> 01:33:21] 是一种非常强的一种
[01:33:21 -> 01:33:23] 我认为是一种压迫
[01:33:23 -> 01:33:26] 因为我们在日常生活里面
[01:33:26 -> 01:33:28] 其实不应该这样去思考问题的
[01:33:28 -> 01:33:28] 对吧
[01:33:28 -> 01:33:31] 那我看到您之前在一个采访里
[01:33:31 -> 01:33:32] 你自己也说了
[01:33:32 -> 01:33:34] 说是成为老师的第六年
[01:33:34 -> 01:33:35] 才建立起
[01:33:35 -> 01:33:39] 作为学者和教师的自我认同
[01:33:39 -> 01:33:40] 我当时看到这句话的时候
[01:33:40 -> 01:33:41] 我说哎呀
[01:33:41 -> 01:33:43] 又命中了好多年轻人的
[01:33:43 -> 01:33:44] 喜欢了
[01:33:44 -> 01:33:45] 因为大家又喜欢一个标签
[01:33:45 -> 01:33:47] 叫奥德赛时期
[01:33:47 -> 01:33:49] 奥德赛时期
[01:33:49 -> 01:33:51] 我也是最近才学会这句话
[01:33:51 -> 01:33:51] 迷茫
[01:33:51 -> 01:33:52] 然后没有自我认同
[01:33:52 -> 01:33:54] 然后奥德赛时期
[01:33:54 -> 01:33:57] 我特别就是想问的是
[01:33:57 -> 01:33:59] 就在没有确立起
[01:33:59 -> 01:34:00] 那个自我认同之前
[01:34:00 -> 01:34:02] 你是一种什么感受
[01:34:02 -> 01:34:04] 我觉得始终是一种
[01:34:04 -> 01:34:05] 想逃离的感觉吧
[01:34:05 -> 01:34:06] 就是
[01:34:06 -> 01:34:08] 就是始终觉得
[01:34:08 -> 01:34:09] 还有没有
[01:34:09 -> 01:34:11] 这状态不太对啊
[01:34:11 -> 01:34:13] 而且觉得我这辈子就这样了吗
[01:34:13 -> 01:34:14] 就这种感觉
[01:34:14 -> 01:34:15] 就这种感觉是非常要紧的
[01:34:15 -> 01:34:16] 就是你一旦
[01:34:16 -> 01:34:17] 产生这种感觉的时候
[01:34:17 -> 01:34:18] 实际上
[01:34:18 -> 01:34:18] 你就会觉得
[01:34:18 -> 01:34:18] 你一旦产生这种感觉的时候
[01:34:18 -> 01:34:18] 实际上
[01:34:18 -> 01:34:19] 你就产生了倦怠感了
[01:34:19 -> 01:34:20] 而这种倦怠感呢
[01:34:20 -> 01:34:21] 实际上是我认为
[01:34:21 -> 01:34:23] 是有两个东西构成的
[01:34:23 -> 01:34:23] 第一个东西呢
[01:34:23 -> 01:34:26] 是你对这样的一种生活状态
[01:34:26 -> 01:34:28] 还不算太适应
[01:34:28 -> 01:34:29] 其实人
[01:34:29 -> 01:34:30] 你没有进入舒适区
[01:34:30 -> 01:34:30] 你知道吗
[01:34:30 -> 01:34:32] 你干了六七年以后
[01:34:32 -> 01:34:32] 你就舒适区了
[01:34:32 -> 01:34:33] 因为你不会干别的
[01:34:33 -> 01:34:36] 然后第二个是什么呢
[01:34:36 -> 01:34:36] 第二个是什么
[01:34:36 -> 01:34:38] 第二个是你在这个状态下
[01:34:38 -> 01:34:40] 对于他者对你的
[01:34:40 -> 01:34:41] 那个反馈
[01:34:41 -> 01:34:43] 预期过高
[01:34:43 -> 01:34:44] 什么意思
[01:34:44 -> 01:34:45] 就是比如说我教书
[01:34:45 -> 01:34:47] 我在教书的时候呢
[01:34:47 -> 01:34:49] 我最开始教我的学生
[01:34:49 -> 01:34:49] 在人大
[01:34:49 -> 01:34:51] 我给他们上Seminar
[01:34:51 -> 01:34:52] 我就觉得
[01:34:52 -> 01:34:53] 他们每个人应该一天
[01:34:53 -> 01:34:55] 一个星期阅读
[01:34:55 -> 01:34:57] 120页左右的这个阅读
[01:34:57 -> 01:34:58] 很正常的吧
[01:34:58 -> 01:35:00] 然后发现他们是不读的
[01:35:00 -> 01:35:01] 然后就80页
[01:35:01 -> 01:35:02] 然后50页
[01:35:02 -> 01:35:03] 30页
[01:35:03 -> 01:35:04] 最后15页
[01:35:04 -> 01:35:04] 他们都不读
[01:35:04 -> 01:35:07] 这不是他们的问题啊
[01:35:07 -> 01:35:09] 就是因为他们实际上
[01:35:09 -> 01:35:11] 并没有学会Seminar的这种
[01:35:11 -> 01:35:12] 训练方式
[01:35:12 -> 01:35:12] 对吧
[01:35:12 -> 01:35:14] 我不认为是他们的问题
[01:35:14 -> 01:35:15] 但是这个对我来说
[01:35:15 -> 01:35:17] 是巨大的挫败感
[01:35:17 -> 01:35:18] 你会觉得
[01:35:18 -> 01:35:20] 其实我后来经过反思以后
[01:35:20 -> 01:35:20] 才觉得
[01:35:20 -> 01:35:21] 不是他们的问题
[01:35:21 -> 01:35:21] 是我的问题了
[01:35:21 -> 01:35:22] 是真的
[01:35:22 -> 01:35:23] 就是说因为
[01:35:23 -> 01:35:26] 因为他从本科读到硕士的时候
[01:35:26 -> 01:35:26] 他本科阶段
[01:35:26 -> 01:35:30] 其实他一直都是在满堂观的
[01:35:30 -> 01:35:32] 他并不会去
[01:35:32 -> 01:35:33] 自己主动去学习
[01:35:33 -> 01:35:34] 然后形成问题
[01:35:34 -> 01:35:35] 来跟你讨论
[01:35:35 -> 01:35:36] 他没有学会
[01:35:36 -> 01:35:37] 其实这是个能力的切换
[01:35:37 -> 01:35:37] 对
[01:35:37 -> 01:35:39] 它是个能力模式的切换
[01:35:39 -> 01:35:39] 所以我并没有
[01:35:39 -> 01:35:41] 后来我自己没有太给自己
[01:35:41 -> 01:35:43] 怎么讲
[01:35:43 -> 01:35:44] 过度的自我否定
[01:35:44 -> 01:35:46] 但是实际上
[01:35:46 -> 01:35:47] 就是你的预期有问题
[01:35:47 -> 01:35:48] 然后再一个呢
[01:35:48 -> 01:35:50] 就是说你其实没有到舒适区
[01:35:50 -> 01:35:51] 什么叫没有到舒适区
[01:35:51 -> 01:35:52] 我觉得有两个意思
[01:35:52 -> 01:35:54] 一个意思就是说
[01:35:54 -> 01:35:57] 你突然找到了一种
[01:35:57 -> 01:35:59] 非常持续的稳定的情绪状态
[01:35:59 -> 01:36:00] 那个叫舒适区
[01:36:00 -> 01:36:03] 第二种状态就是你放弃了
[01:36:03 -> 01:36:06] 其他的其他路反正你也搞不定了
[01:36:06 -> 01:36:08] 我基本上是这两种状态的夹杂
[01:36:08 -> 01:36:09] 真的吗
[01:36:09 -> 01:36:11] 对就是你也搞不定了
[01:36:11 -> 01:36:13] 就是我从06年开始
[01:36:13 -> 01:36:15] 06年开始正式上课
[01:36:15 -> 01:36:17] 那我想大概调回北大的时候
[01:36:17 -> 01:36:18] 我才确定
[01:36:18 -> 01:36:19] 我说我除了当老师
[01:36:19 -> 01:36:21] 我可能没有什么别的
[01:36:21 -> 01:36:22] 更好的办法
[01:36:22 -> 01:36:26] 或者说更好的职业道路
[01:36:26 -> 01:36:28] 为什么是这样
[01:36:28 -> 01:36:30] 我觉得有一个非常重要的点
[01:36:30 -> 01:36:33] 就是或多或少得益于我的北大情结
[01:36:33 -> 01:36:34] 我是认为呢
[01:36:34 -> 01:36:36] 能够回到北大来教书
[01:36:36 -> 01:36:39] 那已经是极其幸运的事情了
[01:36:39 -> 01:36:40] 所以我不认为你是
[01:36:40 -> 01:36:42] 我也没有什么别的办法了
[01:36:42 -> 01:36:43] 我觉得不是
[01:36:43 -> 01:36:47] 就是至少会觉得是一种
[01:36:47 -> 01:36:47] 我这样讲
[01:36:47 -> 01:36:49] 我觉得是比较真诚的
[01:36:49 -> 01:36:52] 就是是虚荣心的巨大满足
[01:36:52 -> 01:36:54] 就是觉得
[01:36:54 -> 01:36:56] 走在这条赛道上
[01:36:56 -> 01:36:58] 我觉得真的是干到头了
[01:36:58 -> 01:37:00] 我的好多
[01:37:00 -> 01:37:01] 我的好多的
[01:37:01 -> 01:37:03] 我的老师的孩子们
[01:37:03 -> 01:37:05] 就跟我聊天
[01:37:05 -> 01:37:05] 就经常讲
[01:37:05 -> 01:37:07] 我是绝对不会走学术这条道的
[01:37:07 -> 01:37:08] 为什么
[01:37:08 -> 01:37:09] 因为干得再好也不如我爸
[01:37:09 -> 01:37:12] 我觉得我是完全接受这个说法的
[01:37:12 -> 01:37:14] 所以我也不会说
[01:37:14 -> 01:37:16] 让我儿子说你以后当我家大学教授
[01:37:16 -> 01:37:17] 我也没有想过这个问题
[01:37:17 -> 01:37:19] 除非他可以当理科大学教授
[01:37:19 -> 01:37:21] 因为理科就可以碾压文科
[01:37:21 -> 01:37:25] 这是我们这个时代的价值观是吧
[01:37:25 -> 01:37:27] 所以我大概这么想
[01:37:27 -> 01:37:29] 所以其实你说的奥德赛时期
[01:37:29 -> 01:37:31] 我认为
[01:37:31 -> 01:37:33] 我们为什么一定要找出这么一个状态里
[01:37:33 -> 01:37:35] 就是为什么找出这个名词
[01:37:35 -> 01:37:36] 我认为是这样
[01:37:36 -> 01:37:38] 是因为我们还没有
[01:37:38 -> 01:37:40] 我们一定要找出这么一个名词来
[01:37:40 -> 01:37:43] 告诉自己这个状态是正常的
[01:37:43 -> 01:37:45] 因为那个迷茫的状态会
[01:37:45 -> 01:37:47] 如果你不命名一下的话
[01:37:47 -> 01:37:48] 你觉得这是个不正常的状态
[01:37:48 -> 01:37:49] 你知道吗
[01:37:49 -> 01:37:49] 你命名完了
[01:37:49 -> 01:37:51] 你觉得这个是个正常状态
[01:37:51 -> 01:37:52] 是所有人都要经历的状态
[01:37:52 -> 01:37:54] 这个时候你才能够
[01:37:54 -> 01:37:55] 安然的与他共处
[01:37:55 -> 01:37:56] 所以命名
[01:37:56 -> 01:37:59] 本身有时候就是我刚才说的讲故事
[01:37:59 -> 01:38:01] 因为我最近也老被我们公司年轻人问到
[01:38:01 -> 01:38:04] 这个奥德赛时期的问题
[01:38:04 -> 01:38:05] 我对这件事
[01:38:05 -> 01:38:07] 但是我没有什么资格反思这件事
[01:38:07 -> 01:38:09] 我们都登了登记的
[01:38:09 -> 01:38:12] 但是我会有两个隐隐的担忧
[01:38:12 -> 01:38:14] 第一个就是命名所带来的
[01:38:14 -> 01:38:17] 命名他就把这件事合理化了
[01:38:17 -> 01:38:18] 然后以及你会觉得说
[01:38:18 -> 01:38:20] 他反而把这件事给封闭了
[01:38:20 -> 01:38:22] 就是我有一个奥德赛时期
[01:38:22 -> 01:38:23] 那你总会
[01:38:23 -> 01:38:25] 度过这个奥德赛时期
[01:38:25 -> 01:38:26] 我就跟他们说不是的
[01:38:26 -> 01:38:28] 人生任何件事都很迷茫的
[01:38:28 -> 01:38:30] 你度过这一段奥德赛
[01:38:30 -> 01:38:32] 你还有下段奥德赛
[01:38:32 -> 01:38:34] 反而这种奥德赛时期的命名
[01:38:34 -> 01:38:35] 会不会让大家
[01:38:35 -> 01:38:37] 误以为后面
[01:38:37 -> 01:38:38] 我苦尽甘来
[01:38:38 -> 01:38:40] 有一个更轻松的
[01:38:40 -> 01:38:41] 不用反思的日子
[01:38:41 -> 01:38:41] 没有的
[01:38:41 -> 01:38:43] 人生整个过程都是
[01:38:43 -> 01:38:44] 众生皆苦的
[01:38:44 -> 01:38:46] 我会蛮担心这件事情的
[01:38:46 -> 01:38:48] 实际上我可以这么说
[01:38:48 -> 01:38:49] 就是说
[01:38:49 -> 01:38:50] 其实我们在生活意义上
[01:38:50 -> 01:38:52] 永远处在奥德赛的状态
[01:38:52 -> 01:38:54] 但是我们一定要学会在心灵上
[01:38:54 -> 01:38:56] 始终处在回乡的状态
[01:38:56 -> 01:38:58] 就是这是要想明白
[01:38:58 -> 01:39:00] 就是心灵一定是要锚定的
[01:39:00 -> 01:39:03] 然后但是你在生活意义上
[01:39:03 -> 01:39:04] 你可以不断的
[01:39:04 -> 01:39:05] 因为
[01:39:05 -> 01:39:08] 涌向你的生活经验的不确定性
[01:39:08 -> 01:39:10] 你是可以处在一种迷茫的状态
[01:39:10 -> 01:39:11] 但心灵一定是要明确的
[01:39:11 -> 01:39:14] 一旦你的心灵跟着你的生活一起飘荡的时候
[01:39:14 -> 01:39:16] 那个就很危险
[01:39:16 -> 01:39:19] 而且呢我个人这么看这个问题
[01:39:19 -> 01:39:22] 我觉得很有意思就是说
[01:39:22 -> 01:39:25] 我们现在的年轻人在我的观察里
[01:39:25 -> 01:39:27] 他会有一种很奇怪的想法就是
[01:39:27 -> 01:39:28] 他们对于
[01:39:28 -> 01:39:33] 自己的外部环境的筹划
[01:39:33 -> 01:39:33] 这个
[01:39:33 -> 01:39:35] 特别具有远见
[01:39:35 -> 01:39:37] 特别具有远期的筹划
[01:39:37 -> 01:39:38] 你举个例子
[01:39:38 -> 01:39:39] 比如说
[01:39:39 -> 01:39:40] 我进入这个专业
[01:39:40 -> 01:39:43] 这个专业以后会不会是一个好的职业赛道
[01:39:43 -> 01:39:45] 这个是个特别诡异的想法
[01:39:45 -> 01:39:46] 就跟你说了算
[01:39:46 -> 01:39:47] 对就是
[01:39:47 -> 01:39:51] 这个相当于他对外部环境有特别长远的筹划
[01:39:51 -> 01:39:53] 但他对于自己的当下行动呢
[01:39:53 -> 01:39:55] 是完全缺乏筹划力的
[01:39:55 -> 01:39:57] 就你觉得这是很奇怪的张力
[01:39:57 -> 01:39:58] 这是为什么
[01:39:58 -> 01:39:59] 我认为很有意思
[01:39:59 -> 01:40:00] 就是说
[01:40:00 -> 01:40:01] 其实呢
[01:40:01 -> 01:40:01] 他
[01:40:01 -> 01:40:02] 是
[01:40:02 -> 01:40:08] 对外部环境的筹划实际上是一个为自己提供一种底线的安慰
[01:40:08 -> 01:40:08] 什么意思
[01:40:08 -> 01:40:10] 就是说比如说我这个
[01:40:10 -> 01:40:11] 这个赛道
[01:40:11 -> 01:40:12] 是一个大赛道
[01:40:12 -> 01:40:15] 那不管怎么说反正我后果反正就比较容易点
[01:40:15 -> 01:40:18] 那我告诉你最大的赛道其实是活着
[01:40:18 -> 01:40:20] 这个赛道就最简单
[01:40:20 -> 01:40:22] 那你要卷这个赛道就最好了
[01:40:22 -> 01:40:23] 但是
[01:40:23 -> 01:40:26] 但他对自己当下为什么没有这样的筹划呢
[01:40:26 -> 01:40:28] 实际上就是因为
[01:40:28 -> 01:40:30] 他对于那个底线
[01:40:30 -> 01:40:32] 仍然是不接纳的
[01:40:32 -> 01:40:33] 这个我觉得
[01:40:33 -> 01:40:33] 不好意思
[01:40:33 -> 01:40:34] 你比如说
[01:40:34 -> 01:40:36] 我就老跟我老跟我们家儿子讲
[01:40:36 -> 01:40:37] 我说
[01:40:37 -> 01:40:38] 以后你实在不行
[01:40:38 -> 01:40:38] 你去
[01:40:38 -> 01:40:40] 你去你去你去干个体力活
[01:40:40 -> 01:40:42] 也没什么大不了的
[01:40:42 -> 01:40:43] 是吧我们反正能活着呗
[01:40:43 -> 01:40:44] 是吧
[01:40:44 -> 01:40:45] 但是呢
[01:40:45 -> 01:40:47] 这个时候呢实际上你自己也是不甘心的
[01:40:47 -> 01:40:49] 就是你说这话的时候
[01:40:49 -> 01:40:50] 你就已经不甘心了
[01:40:50 -> 01:40:51] 对你已经不甘心
[01:40:51 -> 01:40:51] 因为你讲
[01:40:51 -> 01:40:53] 其实再怎么样我们还能怎么样
[01:40:53 -> 01:40:55] 这个实际上就是一个很坏的想法了
[01:40:55 -> 01:40:56] 而且你看
[01:40:56 -> 01:40:58] 现在为什么我们就用各种各样的筹划
[01:40:58 -> 01:40:59] 是因为
[01:40:59 -> 01:41:01] 我们是在想底线
[01:41:01 -> 01:41:02] 但是那个底
[01:41:02 -> 01:41:03] 一旦你想底线的时候
[01:41:03 -> 01:41:04] 其实你又不太甘心
[01:41:04 -> 01:41:05] 这个时候呢
[01:41:05 -> 01:41:08] 你在当下的筹划行动中间又不太敢投入的
[01:41:08 -> 01:41:10] 这个时候就变成了一种非常诡异的状态
[01:41:10 -> 01:41:11] 就是
[01:41:11 -> 01:41:13] 行动的时候你是很怠惰的
[01:41:13 -> 01:41:15] 但筹划的时候你是很积极的
[01:41:15 -> 01:41:16] 所以这样一来的话呢
[01:41:16 -> 01:41:18] 你永远处在一种
[01:41:18 -> 01:41:20] 筹划与行动的张力里面
[01:41:20 -> 01:41:21] 那么
[01:41:21 -> 01:41:23] 那么这个时候你所谓的奥德赛
[01:41:23 -> 01:41:25] 其实不是那个行动的奥德赛
[01:41:25 -> 01:41:28] 不是在行动中的奥德赛
[01:41:28 -> 01:41:30] 而是在奥德赛中的奥德赛
[01:41:30 -> 01:41:33] 这个说法太刻薄了
[01:41:33 -> 01:41:35] 但是真的就是现在就是
[01:41:35 -> 01:41:39] 过于的筹划确实会让人行动力丧失
[01:41:39 -> 01:41:41] 脑子里面都已经脑爆完了嘛
[01:41:41 -> 01:41:44] 那回到现实世界当中就觉得一地鸡毛
[01:41:44 -> 01:41:45] 没有什么可行动的
[01:41:45 -> 01:41:47] 而且呢就是
[01:41:47 -> 01:41:48] 我们中国人实际上
[01:41:48 -> 01:41:51] 对于那个一地鸡毛的处理能力是很强的
[01:41:51 -> 01:41:52] 本来是很强的
[01:41:52 -> 01:41:53] 你看我们
[01:41:53 -> 01:41:55] 最简单一句话
[01:41:55 -> 01:41:57] 一屋不扫何以扫天下
[01:41:57 -> 01:41:59] 修身为本
[01:41:59 -> 01:42:00] 真心诚意格物之资
[01:42:00 -> 01:42:02] 这个实际上是修身的办法
[01:42:02 -> 01:42:04] 你先从真心诚意
[01:42:04 -> 01:42:05] 开始做起啊
[01:42:05 -> 01:42:08] 那这个东西实际上就是你自己能控制的
[01:42:08 -> 01:42:09] 开关在你手里
[01:42:09 -> 01:42:10] 能力也在你手里
[01:42:10 -> 01:42:11] 完全不需要
[01:42:11 -> 01:42:12] 假手于他人
[01:42:12 -> 01:42:13] 对吧
[01:42:13 -> 01:42:16] 那么换而言之呢就是说你在生活中间能不能找到一些
[01:42:16 -> 01:42:18] 完全不需要假手于他人的东西
[01:42:18 -> 01:42:19] 我举个例子
[01:42:19 -> 01:42:21] 这个
[01:42:21 -> 01:42:22] 家里收拾干净点
[01:42:22 -> 01:42:24] 有秩序干净点
[01:42:24 -> 01:42:24] 是吧
[01:42:24 -> 01:42:27] 然后把所有的东西放在位置
[01:42:27 -> 01:42:28] 稍微方便点
[01:42:28 -> 01:42:30] 这个事情大概不需要假手于他人吧
[01:42:30 -> 01:42:31] 对吧
[01:42:31 -> 01:42:34] 那么其实就是说所以我为什么我都反复说
[01:42:34 -> 01:42:36] 要提到具体的生活本身呢
[01:42:36 -> 01:42:38] 实际上我的逻辑就是说
[01:42:38 -> 01:42:41] 其实具体的生活是最不需要假手于他人
[01:42:41 -> 01:42:42] 对
[01:42:42 -> 01:42:43] 我们很多时候就是
[01:42:43 -> 01:42:44] 把
[01:42:44 -> 01:42:46] 把我们自己的命运呢
[01:42:46 -> 01:42:48] 要托付给那个假手于他人
[01:42:48 -> 01:42:50] 假手于时代
[01:42:50 -> 01:42:52] 假手于你自己不可变
[01:42:52 -> 01:42:53] 不可控的变量
[01:42:53 -> 01:42:54] 那样的话呢
[01:42:54 -> 01:42:57] 你自己就显然之处在一种
[01:42:57 -> 01:42:58] 悬空的状态
[01:42:58 -> 01:42:58] 对
[01:42:58 -> 01:42:59] 你不找死吗
[01:42:59 -> 01:43:00] 对对吧
[01:43:00 -> 01:43:03] 所以其实有些
[01:43:03 -> 01:43:05] 我记得我最早听到台湾人讲的
[01:43:05 -> 01:43:06] 小确幸的时候我觉得
[01:43:06 -> 01:43:07] 这个挺酷
[01:43:07 -> 01:43:08] 对吧
[01:43:08 -> 01:43:12] 但是我不太喜欢他们的小布尔乔亚的那个气息啊
[01:43:12 -> 01:43:13] 但是那个小确幸的那个
[01:43:13 -> 01:43:14] 那个点是对的
[01:43:14 -> 01:43:16] 他那个本意是对的
[01:43:16 -> 01:43:18] 就是要回到那个特别具体的东西点
[01:43:18 -> 01:43:19] 对吧
[01:43:19 -> 01:43:21] 比如说我看到了一个风景
[01:43:21 -> 01:43:22] 我看到了一个人
[01:43:22 -> 01:43:24] 我看到了一个建筑
[01:43:24 -> 01:43:25] 开心就好了呗
[01:43:25 -> 01:43:26] 那你
[01:43:26 -> 01:43:28] 你不需要去想那么多意义
[01:43:28 -> 01:43:29] 哪有那么多意义
[01:43:29 -> 01:43:30] 就是意义膨胀了嘛
[01:43:30 -> 01:43:31] 对
[01:43:31 -> 01:43:33] 我之前跟一位心理学家聊
[01:43:33 -> 01:43:35] 他在一个很有名的大学做这个
[01:43:35 -> 01:43:37] 心理中心的这个负责人
[01:43:37 -> 01:43:39] 他就接待这些同学嘛
[01:43:39 -> 01:43:41] 然后有一个同学大二
[01:43:41 -> 01:43:41] 就是
[01:43:41 -> 01:43:43] 觉得保研无望啊
[01:43:43 -> 01:43:44] 然后
[01:43:44 -> 01:43:45] 专业好像
[01:43:45 -> 01:43:46] 也不是很理想
[01:43:46 -> 01:43:48] 就业也有点困难
[01:43:48 -> 01:43:49] 然后
[01:43:49 -> 01:43:50] 跟同学相比
[01:43:50 -> 01:43:54] 那也有你当年对北京四周的那个羡慕嫉妒
[01:43:54 -> 01:43:55] 反正那个同学就
[01:43:55 -> 01:43:57] 就很抑郁
[01:43:57 -> 01:44:00] 然后他就求助于这个心理学家
[01:44:00 -> 01:44:02] 后来心理学家跟他讲的意见
[01:44:02 -> 01:44:04] 建议非常的具体
[01:44:04 -> 01:44:04] 就是说
[01:44:04 -> 01:44:06] 咱不用想保研
[01:44:06 -> 01:44:09] 那是咱现在你在我这反正也解决不了你保研的问题
[01:44:09 -> 01:44:10] 也解决不了就业的问题
[01:44:10 -> 01:44:12] 说如果咱俩聊得还不错
[01:44:12 -> 01:44:14] 咱能不能有一个约定
[01:44:14 -> 01:44:15] 叫
[01:44:15 -> 01:44:17] 每天早上起床
[01:44:17 -> 01:44:19] 去食堂吃饭
[01:44:19 -> 01:44:21] 就实际上他那个时候连起床的能力
[01:44:21 -> 01:44:23] 都几乎丧失了
[01:44:23 -> 01:44:25] 而心理学家说咱就一个目标
[01:44:25 -> 01:44:26] 就是这个月
[01:44:26 -> 01:44:27] 咱早上起床
[01:44:27 -> 01:44:28] 去食堂吃饭
[01:44:28 -> 01:44:31] 不用假设他人
[01:44:31 -> 01:44:32] 生活就可以开始
[01:44:32 -> 01:44:33] 你看
[01:44:33 -> 01:44:34] 老子讲
[01:44:34 -> 01:44:36] 不及魁梧一字千里
[01:44:36 -> 01:44:37] 实际上
[01:44:37 -> 01:44:39] 实际上我们要说的一个非常核心的
[01:44:39 -> 01:44:40] 魁梧是什么意思
[01:44:40 -> 01:44:46] 魁梧实际上就是你日常生活中间那个随时能够实现的东西
[01:44:46 -> 01:44:50] 我讲一个非常非常简单的道理
[01:44:50 -> 01:44:51] 就是说
[01:44:51 -> 01:44:54] 打卡为什么是很要紧的
[01:44:54 -> 01:44:57] 不能用打卡的心态
[01:44:57 -> 01:44:58] 但是要有打卡的行动
[01:44:58 -> 01:45:00] 这个提醒很重要
[01:45:00 -> 01:45:03] 就是如果你把所有的生活当作打卡的
[01:45:03 -> 01:45:06] 用打卡的心态去过日子的话那就有问题
[01:45:06 -> 01:45:07] 因为那会让你很焦躁
[01:45:07 -> 01:45:08] 但是
[01:45:08 -> 01:45:09] 打卡的
[01:45:09 -> 01:45:10] 行动是必须的
[01:45:10 -> 01:45:12] 也就是说你有非常稳定的生活状态
[01:45:12 -> 01:45:14] 这种稳定的生活状态
[01:45:14 -> 01:45:15] 会让你
[01:45:15 -> 01:45:16] 去
[01:45:16 -> 01:45:18] 避免
[01:45:18 -> 01:45:19] 在
[01:45:19 -> 01:45:21] 过多的景观中间去寻找
[01:45:21 -> 01:45:24] 然后在过多的景观里面不断的游弋的时候
[01:45:24 -> 01:45:25] 实际上
[01:45:25 -> 01:45:27] 你的意义膨胀就变得非常非常的
[01:45:27 -> 01:45:30] 这个症状变得非常非常的明显
[01:45:30 -> 01:45:33] 你可能每天能够起床的时候你可能就发现
[01:45:33 -> 01:45:35] 其实我每天也能
[01:45:35 -> 01:45:36] 也能够去上一节课
[01:45:36 -> 01:45:39] 你能每天上一节课的时候你就发现你每天上两节课
[01:45:39 -> 01:45:41] 实际上这些
[01:45:41 -> 01:45:44] 在能够考上大学的这些小朋友
[01:45:44 -> 01:45:46] 那个来大学里
[01:45:46 -> 01:45:49] 把大学的这些课程学好
[01:45:49 -> 01:45:52] 或者说至少学通过吧
[01:45:52 -> 01:45:53] 其实没有那么大挑战
[01:45:53 -> 01:45:55] 就是
[01:45:55 -> 01:45:56] 有些时候呢
[01:45:56 -> 01:45:58] 就是不同的
[01:45:58 -> 01:45:59] 不同的那个预期点
[01:45:59 -> 01:46:01] 你会完全不一样
[01:46:01 -> 01:46:04] 你比如说你预期的时候你上来就预期的是
[01:46:04 -> 01:46:05] 你要去保研
[01:46:05 -> 01:46:07] 而且我要换个专业保研
[01:46:07 -> 01:46:09] 那么这个时候呢实际上
[01:46:09 -> 01:46:11] 我会这么讲好不好就是说
[01:46:11 -> 01:46:11] 我们的
[01:46:11 -> 01:46:13] 筹划不能是目标性筹划
[01:46:13 -> 01:46:15] 其实应该是一种步骤性筹划
[01:46:15 -> 01:46:16] 路线性筹划
[01:46:16 -> 01:46:17] 诶这个说法好
[01:46:17 -> 01:46:18] 就是说
[01:46:18 -> 01:46:22] 你确定一个目标以后你得知道第一步从哪做起
[01:46:22 -> 01:46:23] 你不能说
[01:46:23 -> 01:46:27] 你不能说这个我确定目标以后这个事我就不搞了
[01:46:27 -> 01:46:29] 或者说我觉得诶我也不知道从哪做起
[01:46:29 -> 01:46:30] 对吧
[01:46:30 -> 01:46:33] 而且我可能同时想的就是我一步的把这件事情做成
[01:46:33 -> 01:46:34] 那不可能的嘛
[01:46:34 -> 01:46:37] 所以你比如说我说要保研
[01:46:37 -> 01:46:39] 那么这个逻辑很简单啊
[01:46:39 -> 01:46:40] 那你肯定就是
[01:46:40 -> 01:46:42] 就得你先把身体搞好吧
[01:46:42 -> 01:46:43] 对吧
[01:46:43 -> 01:46:44] 然后呢
[01:46:44 -> 01:46:44] 你得知道
[01:46:44 -> 01:46:47] 你得知道他保研他需要哪些课程吧
[01:46:47 -> 01:46:47] 对
[01:46:47 -> 01:46:48] 然后呢
[01:46:48 -> 01:46:51] 这些我去比如说我要跨个院系保研
[01:46:51 -> 01:46:52] 然后我得知道
[01:46:52 -> 01:46:53] 有哪些老师吧
[01:46:53 -> 01:46:54] 这是很简单的吧
[01:46:54 -> 01:46:55] 我去这些老师的
[01:46:55 -> 01:46:57] 课堂上都晃一晃
[01:46:57 -> 01:46:59] 我觉得这个老师跟我还比较对脾气
[01:46:59 -> 01:47:00] 我就跟他聊会儿
[01:47:00 -> 01:47:02] 能聊就聊聊不了我就换一个呗
[01:47:02 -> 01:47:02] 是吧
[01:47:02 -> 01:47:05] 这个反正这个外博数多了你还
[01:47:05 -> 01:47:07] 你还非得一颗吊死
[01:47:07 -> 01:47:07] 对吧
[01:47:07 -> 01:47:08] 就是我觉得这个意思
[01:47:08 -> 01:47:10] 所以呢你发现
[01:47:10 -> 01:47:12] 你把所有的那个筹划都非常
[01:47:12 -> 01:47:13] 细节化以后
